Product Name,Type For,Image Name,Image Name,ActualName,BrandName,ProductDetails,Ingredients,ProductLink
Africa's Best Textures Coconut & Sweet Almond Oil Natural Growth Oil (5 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/h/710/africas-best-coconut-sweet-almond-growth-oil__99117.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/h/710/africas-best-coconut-sweet-almond-growth-oil__99117.jpg,Textures Coconut & Sweet Almond Oil Natural Growth Oil (5 oz.),Africas Best Textures,"<p><span>Vitamin-rich, protective therapy that smooths and seals, rough, raised cuticles.</span></p>",,/africas-best-textures-africas-best-textures-coconut-sweet-almond-oil-natural-growth-oil-5-oz/
Africa's Best Textures Anti-Breakage Fab 5 Natural Growth Oil (5 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/p/431/africas-best-fab-5__40542.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/p/431/africas-best-fab-5__40542.jpg,Textures Anti-Breakage Fab 5 Natural Growth Oil (5 oz.),Africas Best Textures,"<p><span>No need to cocktail! Made with the perfect healing blend of Flaxseed, Monoi, Jojoba, Castor &amp; Coconut oils. Rich in anti-oxidants!</span></p>",,/africas-best-textures-anti-breakage-fab-5-natural-growth-oil-5-oz/
Africa's Best Textures Nutrient-Rich Porosity Repair Natural Growth Oil (5 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/r/955/africas-best-porosity-repair__88145.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/r/955/africas-best-porosity-repair__88145.jpg,Textures Nutrient-Rich Porosity Repair Natural Growth Oil (5 oz.),Africas Best Textures,"<p><span>The perfect &ldquo;pre-poo&rdquo; treatment, this Vitamin E, Keratin, Aloe, Coconut &amp; Grapeseed oil blend helps to balance hair&rsquo;s porosity level.</span></p>",,/africas-best-textures-nutrient-rich-porosity-repair-natural-growth-oil-5-oz/
AG Hair Curl Trigger Curl Defining Spray. (5 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/e/368/ag-curl-trigger-curl-defining-spray__40812.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/e/368/ag-curl-trigger-curl-defining-spray__40812.jpg,Curl Trigger Curl Defining Spray. (5 oz.),AG Hair,"<p>Looking for beach-worthy locks without having to go on an oceanside vacation? AG Hair Curl Trigger Curl Defining Spray will bring the beach to your regular hair routine without hassle. Formulated with anti-humectants to protect your hair from environmental damage, this spray will increase shine and enhance texture. Get your beach curls and waves without the hassle from the defining spray today! <br /><br /><strong>What it is</strong>: A texture defining spray. <br /><br /> <strong>What it does:</strong> Stimulates hair pattern to create shiny beach waves without the frizz. <br /><br /> <strong>Key ingredients:</strong> Powerful Anti-humectants to relinquish frizz and leads to a sexy, beachy look. <br /><br /> <strong>NaturallyCurly Recommends:</strong> Perfect for long waves and curls. Use on 2A to 3A hair textures for full effect.</p>",,/ag-hair-curl-trigger-curl-defining-spray-5-oz/
AG Hair Foam Weightless Volumizer (5 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/s/574/ag-foam-mousse__63508.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/s/574/ag-foam-mousse__63508.jpg,Foam Weightless Volumizer (5 oz.),AG Hair,"<p>AG Hair Foam Weightless Volumizer will produce unbeatable hair volume while enhancing shine and protection on your natural locks. If you&rsquo;re tired of your hair falling flat, especially on humid days, then this volumizer is the thing for you! Anti-frizz and anti-humidity properties protect your hair even on the rainiest of days. This product also contains sunscreen for blazing hot days as well. Enjoy environmental and thermal protection in this weightless volumizer. <br /><br /><strong>What it is:</strong> A volume enhancing mousse. <br /><br /> <strong>What it does:</strong> Increases hair volume with a lightweight, shine enhancing formula. <br /><br /><strong> Key ingredients:</strong> Special copolymers to enhance volume, protect follicles, and smooth locks. <br /><br /> <strong>NaturallyCurly Recommends:</strong> This versatile product is great for all hair types and textures if used correctly. Follow the directions found on NaturallyCurly or on this product label.</p>",,/ag-hair-foam-weightless-volumizer-5-oz/
AG Hair Mousse Gel (10 oz.),All,http://shop.naturallycurly.com/product_images/u/364/ag-mousse-gel-1__32962.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/u/364/ag-mousse-gel-1__32962.jpg,Mousse Gel (10 oz.),AG Hair,<p>Are you looking to sculpt your curls without weighing them down with heavy product? AG Hair Mousse Gel is here to transform how you style your locks. This long-lasting definer and shine enhancer will sculpt your curls with a natural look and hold. Scrunch this mousse gel into your curls today for shiny curls. <br /><br /><strong>What it is:</strong> A foaming hair gel. <br /><br /> <strong>What it does:</strong> Enhances curls with a medium hold and brilliant shine. <br /><br /> <strong>Key ingredients:</strong> Hydrolyzed silk protein to enhance natural curl and hold. <br /><br /><strong> NaturallyCurly Recommends:</strong> This curl definer is perfect for all hair types and textures! Ideal for scrunching looks.</p>,,/ag-hair-mousse-gel-10-oz/
AG Hair Beach Bomb Tousled Texture (5.4 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/k/171/ag-beach-bomb__91618.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/k/171/ag-beach-bomb__91618.jpg,Beach Bomb Tousled Texture (5.4 oz.),AG Hair,"<p>AG Hair Beach Bomb Tousled Texture is here to give you beachy waves without the vacation. Formulated to manipulate natural hair texture, this beach bomb will give you that perfectly tousled look. Enhanced with keratin protein and silk amino acids, this cream will condition your hair while enhancing style to give you a frizz-free, soft look! The light coconut verbena fragrance will transport you to beach. <br /><br /><strong>What it is:</strong> A leave-in hair cream. <br /><br /> <strong>What it does:</strong> Enhances curl texture. <br /><br /> <strong>Key ingredients:</strong> Keratin Protein and Silk Amino Acids <br /><br /> <strong>NaturallyCurly Recommends:</strong> Perfect for 2A to 3A hair types, use with AG Hair Curl Trigger Curl Defining Spray and AG Hair Re:Coil Curl Activator.</p>",,/ag-hair-beach-bomb-tousled-texture-5-4-oz/
AG Hair Smoothing Balm (2 oz.),Coily,http://shop.naturallycurly.com/product_images/k/418/ag-smoothing-balm__52552.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/k/418/ag-smoothing-balm__52552.jpg,Smoothing Balm (2 oz.),AG Hair,"<p>Winner of NaturallyCurly 2016 Editor&rsquo;s Choice Award, AG Hair Smoothing Balm is here to eliminate frizz and flyaways for a perfectly polished look. With three natural African Oils, this smoothing balm is here to intensify shine, eliminate frizz, and enhance smoothness for a perfect hair finish. This lightweight, grease-free balm is ready to smooth your curls like never before. Try it yourself and see why our editors believe it&rsquo;s a winner! <br /><br /><strong>What it is:</strong> A lightweight hair balm. <br /><br /> <strong>What it does:</strong> Smoothes, adds unbeatable shine, and eliminated frizz for a fresh look. <br /><br /> <strong>Key ingredients:</strong> African Oils like Argan, Mongogo, and Marula Oil work with the balm to ensure a natural look and feel for your hair. <br /><br /> <strong>NaturallyCurly Recommends:</strong> Don&rsquo;t be afraid of this balm! Smooth your hair for an amazing look and finish everyday. Great for kinkier textures, 4A to 4C.</p>",,/ag-hair-smoothing-balm-2-oz/
AG Hair Fast Food Leave On Conditioner (1 L.),Curly,http://shop.naturallycurly.com/product_images/f/855/ag-fast-food-liter__97095.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/f/855/ag-fast-food-liter__97095.jpg,Fast Food Leave On Conditioner (1 L.),AG Hair,"<p>AG Fast Food Leave On Conditioner is so good for your hair, it&rsquo;s addictive! This leave-in conditioner conveniently satisfies your hair&rsquo;s hunger for moisture. Will the help of natural ingredients like Jojoba Seed Oil, Sage, and Nettle, this conditioner provides all-over moisture without weighing your hair down. Loved by Curlies everywhere, we sell AG Fast Food Leave On Conditioner in liter size to save time and money! <br /><br /><strong>What it is:</strong> A leave-in hair conditioner. <br /><br /> <strong>What it does:</strong> Hydrates and repairs every hair strand. <br /><br /> <strong>Key ingredients:</strong> Natural ingredients like Jojoba Seed Oil, Sage, Nettle, Hops, Rosemary and Wild Cherry to moisturize and repair with a wonderful scent. <br /><br /> <strong>NaturallyCurly Recommends:</strong> Perfect for use on all hair types and textures, from 2A to 4C.</p>",,/ag-hair-fast-food-leave-on-conditioner-1-l/
AG Hair Fast Food Leave On Conditioner (6 oz.),All,http://shop.naturallycurly.com/product_images/x/891/ag-fast-food-6oz__75215.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/x/891/ag-fast-food-6oz__75215.jpg,Fast Food Leave On Conditioner (6 oz.),AG Hair,"<p>AG Fast Food Leave On Conditioner is here to conveniently feed your starving curls the nutrients they need! With a plethora of natural ingredients including Jojoba Oil and Wild Cherry, this leave on conditioner has the formula to transform your hair for the better. Reduce frizz, add unbeatable shine, and protect your curls in an instant with AG Fast Food Leave On Conditioner. <br /><br /> <strong>What it is:</strong> An intensive moisturizing leave-in conditioner. <br /><br /> <strong>What it does:</strong> Replenishes nutrients in natural hair and revives dead ends and strands. <br /><br /> <strong>Key ingredients:</strong> Blend of natural ingredients like Sage, Jojoba Oil, Rosemary, Nettle and Wild Cherry to moisturize and protect your hair. <br /><br /> <strong>NaturallyCurly Recommends:</strong> Ideal for use on all hair types and textures.</p>",,/ag-hair-fast-food-leave-on-conditioner-6-oz/
AG Hair Re:Coil Curl Activator (6 oz.),All,http://shop.naturallycurly.com/product_images/m/130/ag-recoil-curl-activator-6oz__64018.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/m/130/ag-recoil-curl-activator-6oz__64018.jpg,Re:Coil Curl Activator (6 oz.),AG Hair,"<p>AG Hair Cosmetics Recoil Curl Activating Balm is a rich curl cream with herbal extracts and natural corn starch as well as magnesium sulfate, silk and keratin protein and panthenol. It's earned the coveted 5-curl rating from NaturallyCurly's team of experts&mdash;""Awesome curl separation and definition""&mdash;and CurlTalkers rave about it, too. This cream is guaranteed to bring your curls to life in a way that you haven&rsquo;t experienced before with amazing definition. <br /><br /><strong>What it is:</strong> A curl cream. <br /><br /> <strong>What it does:</strong> Stimulates curl definition to bring your curls to life! <br /><br /> <strong>Key ingredients:</strong> Special blend of herbal extracts, proteins, and natural corn starch for an optimal hair experience. <br /><br /> <strong>NaturallyCurly Recommends:</strong> Whether you air dry or diffuse with a blow dryer, this cream is perfect for all curl types and textures.</p>",,/ag-hair-re-coil-curl-activator-6-oz/
AG Hair The Oil Extra Virgin Argan Miracle Smoothing Oil (0.34 oz.),Straight,http://shop.naturallycurly.com/product_images/n/252/ag-the-oil-.34oz__75237.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/n/252/ag-the-oil-.34oz__75237.jpg,The Oil Extra Virgin Argan Miracle Smoothing Oil (0.34 oz.),AG Hair,"<p>Winner of NaturallyCurly Editor&rsquo;s Choice 2016, AG Hair The Oil Extra Virgin Argan Miracle Smoothing Oil is here to work its magic! Noted as the fountain of youth for aging curls, this oil seems to reverse time on tired locks. Be amazed at the unbeatable smoothness, shine, and slip as this Argan oil-based formula works wonders on your hair. This lightweight formula is perfect for your hair and scalp! <br /><br /><strong>What it is:</strong> A special hair oil. <br /><br /> <strong>What it does:</strong> Adds unbeatable smoothness and shine while reversing the clock on any damages to hair that have occurred over time. <br /><br /><strong> Key ingredients:</strong> Argan oil restores hair texture for dry, damaged, and even color-treated hair. <br /><br /><strong> NaturallyCurly Recommends:</strong> Use a little, get a lot! This oil can be used on all hair textures.</p>",,/ag-hair-the-oil-extra-virgin-argan-miracle-smoothing-oil-0-34-oz/
AG Hair Re:Coil Curl Activator (12 oz.),All,http://shop.naturallycurly.com/product_images/w/401/ag-recoil-curl-activator-12oz__00503.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/w/401/ag-recoil-curl-activator-12oz__00503.jpg,Re:Coil Curl Activator (12 oz.),AG Hair,"<p>AG Hair Re:Coil Curl Activator is a specially formulated cream balm that will transform your hair definition like no other product before. Produced with herbal extracts and natural corn starch as well as magnesium sulfate, silk and keratin protein and panthenol, this curl activator has earned 5 stars from the NaturallyCurly community. This lightweight formula will perfect your locks and give you the curls you&rsquo;ve always strived for. <br /><br /><strong>What it is:</strong> A leave-in cream balm. <br /><br /> <strong>What it does:</strong> Enhances curl definition, shines curls, and smooths out frizz for perfect definition. <br /><br /> <strong>Key ingredients:</strong> Blend of natural herb extracts and other ingredients to bring out the best of your hair! <br /><br /><strong> NaturallyCurly Recommends:</strong> Ideal for all hair textures looking to define their locks more.</p>",,/ag-hair-re-coil-curl-activator-12-oz/
AG Hair Curl Thrive Hydrating Conditioner (6 oz.),All,http://shop.naturallycurly.com/product_images/r/070/ag-curl-thrive-6oz__19383.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/r/070/ag-curl-thrive-6oz__19383.jpg,Curl Thrive Hydrating Conditioner (6 oz.),AG Hair,"<p><span>Curl confidence is rooted in moisture. Quench parched strands with Curl Thrive conditioner, a luxurious and hydrating formula that fights frizz and helps define curls. Quinoa protein, pea peptides and silk amino acids help moisturize and strengthen the hair cuticle, while hyper rich shea butter and lightweight sunflower oil help smooth, calming split ends and frizz. Our exclusive Curl Creating Complex (C3) ensures curls stay aligned and defined.</span></p> <ul> <li><strong>Organic shea butter</strong> &ndash; super rich and creamy, helps smooth and condition the hair.</li> <li><strong>Sunflower oil</strong> &ndash; conditions hair and helps seal in moisture, protecting hair from free radicals and UV degradation.</li> <li><strong>Hydrolyzed quinoa</strong> &ndash; a complete plant-based protein that contains all 8 essential amino acids. Helps hair look and feel smoother and silkier by forming a protective barrier, sealing in moisture, nourishing the hair cuticle and helping repair damage.</li> <li><strong>Pea peptides</strong> &ndash; a complete source of amino acids, which help strengthen and condition the hair cuticle.</li> <li><strong>Silk and keratin protein</strong> &ndash; add moisture, strength, elasticity and shine.</li> <li><strong>Copernica cerifera (carnuba wax)</strong> &ndash; provides exceptional shine and texture.</li> </ul> <p><span style=""text-decoration: underline;""><strong>Curl Creating Complex (C3) containing:</strong></span></p> <ul> <li><strong>Bio-fermented tomato fruit extract</strong> &ndash; shrinks the hair cuticle and encourages curl.</li> <li><strong>Rice amino acids</strong> &ndash; hydrate and improve hair strength, promote curl, and help ght frizz.</li> </ul>",,/ag-hair-curl-thrive-hydrating-conditioner-6-oz/
